state_id,file,owner,loc_name,pretty_file,pop_source,official_weight,pixels,coastal
293,293-Yemen.txt,HOU,North Yemen,Yemen,country-wpp2026,0.0,1704,1
294,294-Oman.txt,OMA,Muscat,Oman,manual/2026,1200000.0,3180,1
295,295-Congo.txt,COG,Léopoldville,Congo,wikidata/admin1,18611000.0,6930,1
296,296-Portugal Africa.txt,GNB,Portuguese Guinea,Portugal Africa,country-wpp2026,0.0,634,1
297,297-Belgian Africa.txt,EQG,Equatorial Guinea,Belgian Africa,country-wpp2026,0.0,566,1
298,298-Liberia.txt,LIB,Liberia,Liberia,country-wpp2026,0.0,1919,1
299,299-Falkand Islands.txt,ENG,Falkland Islands,Falkand Islands,manual/2026,3500.0,376,1
300,300-Uruguay.txt,URG,Montevideo,Uruguay,wikidata/admin1,1302954.0,1429,1
301,301-paraguay.txt,PAR,Paraguay,paraguay,wikidata/admin1,17608.0,3942,0
302,302-bolivia.txt,BOL,La Paz,bolivia,wikidata/admin1,3030917.0,8716,0
303,303-Peru.txt,PRU,Lima,Peru,wikidata/admin1,11595510.0,5530,1
304,304-Panama.txt,PAN,Panamá,Panama,wikidata/admin1,1713070.0,1415,1
305,305-Ecuador.txt,ECU,Ecuador,Ecuador,manual/2026,16000000.0,4955,1
306,306-Colombia.txt,COL,Cundinamarca,Colombia,wikidata/admin1,3242999.0,4780,0
307,307-Venezuela.txt,VEN,Miranda,Venezuela,manual/2026,12000000.0,6467,1
308,308-Britain SA.txt,ATG,Antigua and Barbuda,Britain SA,wikidata/admin1,1638.0,56,1
309,309-Dutch SA.txt,SUR,Suriname,Dutch SA,country-wpp2026,0.0,2865,1
310,310-French SA.txt,FRA,French Guiana,French SA,wikidata/admin1,293996.0,1742,1
311,311-BritMex.txt,BLZ,Belize,BritMex,wikidata/admin1,131363.0,498,1
312,312-Honduras.txt,HON,Honduras,Honduras,country-wpp2026,0.0,2395,1
313,313-Guatemala.txt,GUA,Guatemala,Guatemala,wikidata/admin1,3015081.0,2413,1
314,314-El Salvador.txt,ELS,El Salvador,El Salvador,country-wpp2026,0.0,426,1
315,315-Cuba.txt,CUB,Cuba,Cuba,country-wpp2026,0.0,2542,1
316,316-Costa Rica.txt,COS,Costa Rica,Costa Rica,country-wpp2026,0.0,1065,1
317,317-Nicaragua.txt,NIC,Nicaragua,Nicaragua,country-wpp2026,0.0,2458,1
318,318-Haiti.txt,HAI,Haiti,Haiti,country-wpp2026,0.0,607,1
319,319-Dominican Republic.txt,DOM,Dominican Republic,Dominican Republic,country-wpp2026,0.0,1086,1
320,320-French India.txt,RAJ,French India,French India,census/admin,1400000.0,90,1
321,321-Goa.txt,RAJ,Goa,Goa,census/admin,1600000.0,99,1
322,322-Tibet.txt,CHI,Nagqu,Tibet,census/admin,3650000.0,10971,0
323,323-Nepal.txt,NEP,Nepal,Nepal,country-wpp2026,0.0,3652,0
324,324-Bhutan.txt,BHU,Bhutan,Bhutan,country-wpp2026,0.0,955,0
325,325-Yunnan.txt,CHI,Yunnan,Yunnan,census/admin,46730000.0,4945,0
326,326-HongKong.txt,CHI,Hong Kong,HongKong,census/admin,7378602.0,51,1
327,327-Philippines.txt,PHI,Manila,Philippines,wikidata/admin1,14001751.0,800,1
328,328-Manchukuo.txt,CHI,Kirin,Manchukuo,census/admin,23388000.0,5151,0
329,329-Tannu Tuva.txt,SOV,Tannu Tuva,Tannu Tuva,wikidata/admin1,338483.0,7283,0
330,330-Mongolia.txt,MON,Ulaanbaatar,Mongolia,wikidata/admin1,1396288.0,11843,0
331,331-Newfoundland.txt,CAN,Newfoundland,Newfoundland,wikidata/admin1,510550.0,4325,1
332,332-Labrador.txt,CAN,Labrador,Labrador,wikidata/admin1,510550.0,12817,1
333,333-British Borneo.txt,MAL,Sarawak,British Borneo,wikidata/admin1,2453700.0,1973,1
334,334-Kalimantan Barat.txt,INS,Kalimantan Barat,Kalimantan Barat,wikidata/admin1,5695500.0,2000,1
335,335-West Java.txt,INS,West Java,West Java,wikidata/admin1,50345200.0,842,0
336,336-Singapore.txt,MAL,Kuala Lumpur,Singapore,wikidata/admin1,9000280.0,277,1
337,337-Faroe Islands.txt,DEN,Faroe Islands,Faroe Islands,manual/2026,54600.0,125,1
338,338-Gloucestershire.txt,ENG,Gloucestershire,Gloucestershire,census/admin,900000.0,483,1
339,339-Izmir.txt,TUR,Izmir,Izmir,wikidata/admin1,4126820.0,1121,1
340,340-Bursa.txt,TUR,Bursa,Bursa,wikidata/admin1,2894954.0,1053,0
341,341-Edirne.txt,TUR,Edirne,Edirne,wikidata/admin1,389114.0,675,1
342,342-Antalya.txt,TUR,Antalya,Antalya,wikidata/admin1,2418651.0,973,1
343,343-Afyon.txt,TUR,Afyon,Afyon,wikidata/admin1,709015.0,1225,0
344,344-Adana.txt,TUR,Malatya,Adana,wikidata/admin1,797036.0,1060,1
345,345-Mersin.txt,TUR,Mersin,Mersin,wikidata/admin1,1814468.0,1033,0
346,346-Konya.txt,TUR,Konya,Konya,wikidata/admin1,2296347.0,1678,0
347,347-Izmit.txt,TUR,Izmit,Izmit,wikidata/admin1,1953035.0,888,1
348,348-Kayseri.txt,TUR,Kayseri,Kayseri,wikidata/admin1,1389680.0,1234,0
349,349-Silvas.txt,TUR,Sivas,Silvas,wikidata/admin1,646608.0,1159,0
350,350-Diyarbekir.txt,TUR,Diyarbakır,Diyarbekir,wikidata/admin1,1557143.0,1154,0
351,351-Vologda.txt,SOV,Vologda,Vologda,wikidata/admin1,1160445.0,8337,0
352,352-Hakkari.txt,TUR,Hakkari,Hakkari,wikidata/admin1,286470.0,1237,0
353,353-Erzurum.txt,TUR,Tunceli,Erzurum,wikidata/admin1,683823.0,1224,0
354,354-Trabzon.txt,TUR,Trabzon,Trabzon,wikidata/admin1,757629.0,1760,1
355,355-Samsun.txt,TUR,Samsun,Samsun,wikidata/admin1,1274554.0,1110,1
356,356-Sinop.txt,TUR,Kastamonu,Sinop,wikidata/admin1,354122.0,1325,1
357,357-New England.txt,USA,New England,New England,census/admin,15324109.0,5783,1
358,358-New York.txt,USA,New York,New York,census/admin,19867314.0,4255,1
359,359-New Jersey.txt,USA,New Jersey,New Jersey,census/admin,9500851.0,600,0
360,360-Pennsylvania.txt,USA,Pennsylvania,Pennsylvania,census/admin,13078751.0,3671,1
361,361-Maryland.txt,USA,Maryland,Maryland,census/admin,6965470.0,981,1
362,362-Virginia.txt,USA,Virginia,Virginia,census/admin,8811195.0,3044,1
363,363-North Carolina.txt,USA,North Carolina,North Carolina,census/admin,11046024.0,3597,1
364,364-South Carolina.txt,USA,South Carolina,South Carolina,census/admin,5478831.0,2208,1
365,365-Georgia.txt,USA,Georgia,Georgia,census/admin,11180878.0,4043,1
366,366-Florida.txt,USA,Florida,Florida,census/admin,23372215.0,3597,1
367,367-Alabama.txt,USA,Alabama,Alabama,census/admin,5143033.0,3521,1
368,368-Tennesse.txt,USA,Tennessee,Tennesse,census/admin,7204002.0,3079,0
369,369-Kentucky.txt,USA,Kentucky,Kentucky,census/admin,4584297.0,3039,0
370,370-Mississippi.txt,USA,Mississippi,Mississippi,census/admin,2941991.0,3283,1
371,371-Louisiana.txt,USA,Louisiana,Louisiana,census/admin,4573749.0,3095,1
372,372-Arkansas.txt,USA,Arkansas,Arkansas,census/admin,3089060.0,3792,0
373,373-Missouri.txt,USA,Missouri,Missouri,census/admin,6215144.0,5376,0
374,374-Oklahoma.txt,USA,Oklahoma,Oklahoma,census/admin,4108103.0,5093,0
375,375-Texas.txt,USA,Texas,Texas,census/admin,31290831.0,17756,1
376,376-New Mexico.txt,USA,New Mexico,New Mexico,census/admin,2130256.0,8734,0
377,377-Arizona.txt,USA,Arizona,Arizona,census/admin,7582384.0,8077,0
378,378-California.txt,USA,California,California,census/admin,39431263.0,11761,1
379,379-Nevada.txt,USA,Nevada,Nevada,census/admin,3267467.0,8740,0
380,380-Utah.txt,USA,Utah,Utah,census/admin,3454232.0,6570,0
381,381-Wyoming.txt,USA,Wyoming,Wyoming,census/admin,587618.0,8342,0
382,382-Colorado.txt,USA,Colorado,Colorado,census/admin,5957615.0,8243,0
383,383-Kansas.txt,USA,Kansas,Kansas,census/admin,2944376.0,6434,0
384,384-Nebraska.txt,USA,Nebraska,Nebraska,census/admin,2001176.0,6394,0
385,385-Oregon.txt,USA,Oregon,Oregon,census/admin,4272371.0,8403,1
386,386-Washington.txt,USA,Washington,Washington,census/admin,7952791.0,6678,1
387,387-Idaho.txt,USA,Idaho,Idaho,census/admin,2001619.0,7485,0
388,388-Montana.txt,USA,Montana,Montana,census/admin,1137233.0,14185,0
389,389-North Dakota.txt,USA,North Dakota,North Dakota,census/admin,788940.0,6889,0
390,390-South Dakota.txt,USA,South Dakota,South Dakota,census/admin,924669.0,6776,0
391,391-Minnesota.txt,USA,Minnesota,Minnesota,census/admin,5778348.0,7988,0
392,392-Iowa.txt,USA,Iowa,Iowa,census/admin,3219171.0,4723,0
393,393-Michigan.txt,USA,Michigan,Michigan,census/admin,10083783.0,5101,0
394,394-Wisconsin.txt,USA,Wisconsin,Wisconsin,census/admin,5931367.0,5084,0
395,395-Illinois.txt,USA,Illinois,Illinois,census/admin,12693575.0,4613,0
396,396-Indiana.txt,USA,Indiana,Indiana,census/admin,6924275.0,2882,0
397,397-Syktyvkar.txt,SOV,Syktyvkar,Syktyvkar,wikidata/admin1,714785.0,12712,0
398,398-Perm.txt,SOV,Perm,Perm,wikidata/admin1,2483633.0,10528,0
399,399-Izhevsk.txt,SOV,Udmurtia,Izhevsk,wikidata/admin1,1493356.0,2406,0
400,400-Kirov.txt,SOV,Kirov,Kirov,wikidata/admin1,1129935.0,9606,0
401,401-Engels.txt,SOV,Balakovo,Engels,wikidata/admin1,2369405.0,1796,0
402,402-Akhtubinsk.txt,KAZ,Akhtubinsk,Akhtubinsk,wikidata/admin1,906220.0,12005,0
403,403-Kharabali.txt,SOV,Tyumen,Kharabali,wikidata/admin1,3890800.0,9084,0
404,404-Saykhin.txt,KAZ,Kyzyl Orda,Saykhin,wikidata/admin1,814931.0,7707,0
405,405-Atyrau.txt,UZB,Tashkent,Atyrau,wikidata/admin1,2956384.0,1846,0
406,406-Krasnyy Yar.txt,KAZ,Guryev,Krasnyy Yar,wikidata/admin1,673601.0,3499,0
407,407-Uralsk.txt,KAZ,Ural'sk,Uralsk,wikidata/admin1,675655.0,7003,0
408,408-Vladivostok.txt,SOV,Vladivostok,Vladivostok,wikidata/admin1,1799659.0,5200,1
409,409-Khabarovsk.txt,SOV,Khabarovsk,Khabarovsk,wikidata/admin1,1273488.0,5885,1
410,410-Sistan.txt,PER,Sistan,Sistan,wikidata/admin1,2775014.0,5388,0
411,411-Hormozgan.txt,PER,Isfahan,Hormozgan,wikidata/admin1,1776415.0,3306,0
412,412-Fars.txt,PER,Fars,Fars,wikidata/admin1,4851274.0,5900,1
413,413-Khuzestan.txt,PER,Khuzestan,Khuzestan,wikidata/admin1,4710509.0,1966,1
414,414-Kerman.txt,PER,Kerman,Kerman,wikidata/admin1,3164718.0,2847,0
415,415-South Khorasan.txt,AFG,Herat,South Khorasan,wikidata/admin1,1762157.0,3307,0
416,416-Razavi Khorasan.txt,PER,Khorasan,Razavi Khorasan,wikidata/admin1,867727.0,2657,0
417,417-Golestan.txt,PER,Hamadan,Golestan,wikidata/admin1,1868819.0,2057,0
418,418-Semnan.txt,PER,Semnan,Semnan,wikidata/admin1,702360.0,4236,0
419,419-Azerbaijan.txt,PER,West Azerbaijan,Azerbaijan,wikidata/admin1,3909652.0,1138,0
420,420-Gilan.txt,PER,Gilan,Gilan,wikidata/admin1,2530696.0,2040,0
421,421-Kurdistan.txt,PER,Ilam,Kurdistan,wikidata/admin1,1603011.0,1161,0
422,422-Ceylon.txt,SRL,Ceylon,Ceylon,country-wpp2026,0.0,1364,1
423,423-Madras.txt,RAJ,Southern Madras,Madras,census/admin,77000000.0,2840,0
424,424-Andra Pradesh.txt,RAJ,Northern Madras,Andra Pradesh,census/admin,53000000.0,2737,0
425,425-Mysore.txt,RAJ,Mysore,Mysore,census/admin,68000000.0,2302,1
426,426-Orissa.txt,RAJ,Orissa,Orissa,census/admin,46000000.0,4059,0
427,427-Hyderabad.txt,RAJ,Hyderabad,Hyderabad,census/admin,91000000.0,4238,0
428,428-Western Indian States.txt,RAJ,Gujarat,Western Indian States,census/admin,72000000.0,3824,0
429,429-Bombay.txt,RAJ,Bombay,Bombay,census/admin,128000000.0,3247,1
430,430-Bangladesh.txt,BAN,Bangladesh,Bangladesh,country-wpp2026,0.0,3160,1
431,431-Calcutta.txt,RAJ,West Bengal,Calcutta,census/admin,100000000.0,2619,1
432,432-Assam.txt,RAJ,Assam,Assam,census/admin,50000000.0,3124,0
433,433-Rajputana.txt,RAJ,Rajahsthan,Rajputana,census/admin,82000000.0,6093,0
434,434-Arunachal Pradesh.txt,RAJ,Arunachal Pradesh,Arunachal Pradesh,census/admin,1600000.0,1736,0
435,435-Bihar.txt,RAJ,Bihar,Bihar,census/admin,171000000.0,3765,0
436,436-Central Provinces.txt,RAJ,Central Provinces,Central Provinces,census/admin,117000000.0,6006,0
437,437-Central Indian Provinces.txt,RAJ,Central India,Central Indian Provinces,census/admin,20000000.0,2957,0
438,438-United Provinces.txt,RAJ,United Provinces,United Provinces,census/admin,252000000.0,7032,0
439,439-Delhi.txt,RAJ,Delhi,Delhi,census/admin,22000000.0,1207,0
440,440-West Punjab.txt,PAK,West Punjab,West Punjab,wikidata/admin1,127688922.0,4630,0
441,441-Kashmir.txt,RAJ,Jammu and Kashmir,Kashmir,census/admin,13600000.0,3129,0
442,442-Peshawar.txt,PAK,Peshawar,Peshawar,wikidata/admin1,26896829.0,1629,0
443,443-Sind.txt,PAK,Sind,Sind,wikidata/admin1,55245497.0,3294,1
444,444-Baluchistan States.txt,PAK,South Baluchistan,Baluchistan States,wikidata/admin1,13162222.0,2980,0
445,445-Quetta.txt,PAK,Sibi,Quetta,wikidata/admin1,13162222.0,1666,0
446,446-Cairo.txt,EGY,Suez,Cairo,wikidata/admin1,9539673.0,471,1
447,447-Alexandria.txt,EGY,Alexandria,Alexandria,wikidata/admin1,5163750.0,671,1
448,448-Tripoli.txt,LBA,Tripoli,Tripoli,manual/2026,1200000.0,1200,1
449,449-Libyan Coast.txt,LNA,El Agheila,Libyan Coast,manual/2026,120000.0,867,0
450,450-Benghasi.txt,LNA,Benghasi,Benghasi,manual/2026,800000.0,382,1
451,451-Derna.txt,LNA,Derna,Derna,manual/2026,200000.0,629,1
452,452-Marsa Matruh.txt,EGY,Matrouh,Marsa Matruh,wikidata/admin1,425624.0,1482,0
453,453-Sinai.txt,EGY,Sinai,Sinai,wikidata/admin1,450328.0,1250,0
454,454-Israel.txt,ISR,Israel,Israel,manual/2026,9400000.0,364,0
455,455-Jordan.txt,JOR,Jordan,Jordan,country-wpp2026,0.0,2171,1
456,456-Luxor.txt,EGY,Aswan,Luxor,wikidata/admin1,1473975.0,3389,0
457,457-Aswan.txt,EGY,Eastern Desert,Aswan,wikidata/admin1,1473975.0,2940,0
458,458-Tunisia.txt,TUN,Tunisia,Tunisia,wikidata/admin1,1056247.0,1613,1
459,459-Western Algeria.txt,ALG,Algiers,Western Algeria,wikidata/admin1,2988145.0,1491,1
460,460-Eastern Algeria.txt,ALG,Constantine,Eastern Algeria,wikidata/admin1,938475.0,1694,1
461,461-Northern Morocco.txt,MOR,Casablanca,Northern Morocco,wikidata/admin1,3218036.0,3642,1
462,462-Southern Morocco.txt,MOR,Marrakech,Southern Morocco,manual/2026,12000000.0,6175,0
463,463-Alaska.txt,USA,Alaska,Alaska,census/admin,733536.0,46260,1
464,464-Nova Scotia.txt,CAN,Nova Scotia,Nova Scotia,wikidata/admin1,969383.0,2214,1
465,465-New Brunswick.txt,CAN,New Brunswick,New Brunswick,wikidata/admin1,775610.0,2723,1
466,466-Quebec.txt,CAN,Nord du Quebec,Quebec,wikidata/admin1,8501833.0,39234,1
467,467-Manitoba.txt,CAN,Manitoba,Manitoba,wikidata/admin1,1342153.0,7025,0
468,468-Nunavut.txt,CAN,Saint Lawrence,Nunavut,wikidata/admin1,36858.0,4511,1
469,469-Saskatchewan.txt,CAN,Saskatchewan,Saskatchewan,wikidata/admin1,1132505.0,14915,0
470,470-Alberta.txt,CAN,Alberta,Alberta,wikidata/admin1,4262635.0,24947,0
471,471-Northwestern Canada.txt,CAN,Prince Rupert,Northwestern Canada,wikidata/admin1,5000879.0,23211,1
472,472-Northwest Territories.txt,CAN,N.W Territories,Northwest Territories,wikidata/admin1,41070.0,44529,0
473,473-British Columbia.txt,CAN,British Columbia,British Columbia,wikidata/admin1,5000879.0,15293,1
474,474-Yucatan.txt,MEX,Yucatan,Yucatan,wikidata/admin1,2320898.0,2971,1
475,475-Chiapas.txt,MEX,Chiapas,Chiapas,wikidata/admin1,5217908.0,2012,0
476,476-Oaxaca.txt,MEX,Oaxaca,Oaxaca,wikidata/admin1,3967889.0,2657,1
477,477-Veracruz.txt,MEX,Veracruz,Veracruz,wikidata/admin1,8112505.0,2039,1
478,478-Nayarit.txt,MEX,Jalisco,Nayarit,wikidata/admin1,7844830.0,3307,0
479,479-Tamaulipas.txt,MEX,Tamaulipas,Tamaulipas,wikidata/admin1,3441698.0,3587,0
480,480-Coahuila.txt,MEX,Coahuila,Coahuila,wikidata/admin1,2954915.0,5577,0
481,481-Sinaloa.txt,MEX,Durango,Sinaloa,wikidata/admin1,2966700.0,4617,1
482,482-Chihuahua.txt,MEX,Chihuahua,Chihuahua,wikidata/admin1,3556574.0,6129,0
483,483-Sonora.txt,MEX,Sonora,Sonora,wikidata/admin1,2850330.0,4687,1
484,484-Baja California.txt,MEX,Baja California,Baja California,wikidata/admin1,3315766.0,3609,1
485,485-Guerrero.txt,MEX,Guerrero,Guerrero,wikidata/admin1,3533251.0,2589,1
486,486-Meta.txt,COL,Meta,Meta,wikidata/admin1,1062454.0,12486,0
487,487-Amazinas.txt,BOL,Santa Cruz,Amazinas,wikidata/admin1,3122605.0,14852,0
488,488-Bolivar.txt,VEN,Bolivar,Bolivar,wikidata/admin1,2069064.0,9141,0
489,489-Monagas.txt,VEN,Zulia,Monagas,wikidata/admin1,905443.0,3191,1
490,490-Pastaza.txt,PRU,Pastaza,Pastaza,manual/2026,500000.0,3418,0
491,491-Loreto.txt,PRU,Loreto,Loreto,wikidata/admin1,1068905.0,5432,0
492,492-Piura.txt,PRU,Arequipa,Piura,wikidata/admin1,1814554.0,4819,1
493,493-La Libertad.txt,COL,La Libertad,La Libertad,manual/2026,12000000.0,5733,1
494,494-Ucayali.txt,PRU,Ucayali,Ucayali,wikidata/admin1,660256.0,6642,0
495,495-Amazonas.txt,BRA,Amazonas,Amazonas,census/admin,4300000.0,19856,0
496,496-Para.txt,BRA,Minas Gerais,Para,census/admin,21000000.0,13481,0
497,497-Maranhao.txt,BRA,Maranhão,Maranhao,census/admin,7000000.0,6137,0
498,498-Rio Grande.txt,BRA,Rio Grande do Norte,Rio Grande,census/admin,3600000.0,955,0
499,499-Bahia.txt,BRA,Bahia,Bahia,census/admin,14800000.0,12231,1
500,500-Rio de Janerio.txt,BRA,Rio de Janeiro,Rio de Janerio,census/admin,17400000.0,891,1
501,501-Saol Paulo.txt,BRA,São Paulo,Saol Paulo,census/admin,46000000.0,5130,1
502,502-Rio Grande Sul.txt,BRA,Rio Grande do Sul,Rio Grande Sul,census/admin,11200000.0,6371,1
503,503-Santa Catarina.txt,BRA,Santa Catarina,Santa Catarina,census/admin,8000000.0,1894,0
504,504-Iguacu.txt,BRA,Punta Porá,Iguacu,census/admin,2000000.0,3484,0
505,505-Goias.txt,BRA,Goiás,Goias,census/admin,7200000.0,9207,0
506,506-Northern Chile.txt,CHL,Antofagasta,Northern Chile,wikidata/admin1,635416.0,2777,1
507,507-Southern Chile.txt,CHL,Magallanes,Southern Chile,manual/2026,180000.0,1533,1
508,508-Argentine Northwest.txt,ARG,Tucumán,Argentine Northwest,wikidata/admin1,1731820.0,1943,0
509,509-Gran Chaco.txt,ARG,Chaco Austral,Gran Chaco,wikidata/admin1,1129606.0,7145,0
510,510-Mesopotamia.txt,ARG,Región Mesopotámica,Mesopotamia,manual/2026,3600000.0,4883,0
511,511-Cuyo.txt,ARG,Mendoza,Cuyo,wikidata/admin1,2043540.0,3810,0
512,512-Patagonia.txt,ARG,Río Negro,Patagonia,wikidata/admin1,750768.0,7674,0
513,513-Southern Algeria.txt,ALG,Tlemcen,Southern Algeria,wikidata/admin1,949135.0,6697,0
514,514-North Africa.txt,ALG,Algerian Desert,North Africa,manual/2026,1200000.0,47171,0
515,515-Central Africa.txt,NGR,Southern Sahara,Central Africa,manual/2026,3000000.0,23154,0
516,516-Northern Siberia.txt,SOV,Dudinka,Northern Siberia,wikidata/admin1,2837988.0,63426,0
517,517-Victoria.txt,AST,Victoria,Victoria,wikidata/admin1,7074468.0,4463,1
518,518-Tasmania.txt,AST,Tasmania,Tasmania,wikidata/admin1,539590.0,980,1
519,519-South Australia.txt,AST,South Australia,South Australia,wikidata/admin1,1891700.0,9298,1
520,520-Northern Territory.txt,AST,Northern Territory,Northern Territory,wikidata/admin1,262200.0,8361,1
521,521-Queensland.txt,AST,Queensland,Queensland,wikidata/admin1,5618800.0,10227,1
522,522-Western Australia.txt,AST,Western Australia,Western Australia,wikidata/admin1,3008700.0,11425,1
523,523-New Guinea.txt,PNG,Papua,New Guinea,manual/2026,1200000.0,2707,1
524,524-Taiwan.txt,FOR,Taiwan,Taiwan,country-wpp2026,0.0,862,1
525,525-South Korea.txt,KOR,Gyeonggi,South Korea,census/admin,25820968.0,410,0
526,526-Okinawa.txt,JAP,Okinawa,Okinawa,census/admin,1460000.0,591,1
527,527-North Korea.txt,DPK,Pyongan-Hwanghae,North Korea,wikidata/admin1,2310485.0,1694,1
528,528-Nagasaki.txt,JAP,Kitakyūshū,Nagasaki,census/admin,13000000.0,611,1
529,529-Hiroshima.txt,JAP,San'yo,Hiroshima,census/admin,7000000.0,516,1
530,530-Tokushima.txt,JAP,Shikoku,Tokushima,census/admin,3700000.0,522,1
531,531-Osaka.txt,JAP,Kansai,Osaka,census/admin,22000000.0,960,1
532,532-Nagoya.txt,JAP,Tokai,Nagoya,census/admin,10000000.0,822,0
533,533-Akita.txt,JAP,Kita-Tohoku,Akita,census/admin,2400000.0,1253,1
534,534-Niigata.txt,JAP,Koshinetsu,Niigata,census/admin,2200000.0,725,0
535,535-Nagano.txt,JAP,Hokuriku,Nagano,census/admin,2000000.0,384,0
536,536-Hokkaido.txt,JAP,Hokkaido,Hokkaido,census/admin,5100000.0,2579,0
537,537-South Sakhalin.txt,SOV,South Sakhalin,South Sakhalin,wikidata/admin1,457590.0,1301,1
538,538-Cameroun.txt,COG,Coquilhatville,Cameroun,manual/2026,8000000.0,10303,0
539,539-Gabon.txt,GAB,Gabon,Gabon,country-wpp2026,0.0,5399,1
540,540-Angola.txt,ANG,Luanda,Angola,wikidata/admin1,8816297.0,9196,1
541,541-South West Africa.txt,NMB,Khomas,South West Africa,wikidata/admin1,342141.0,3908,0
542,542-Bechuana Land.txt,BOT,Bechuanaland,Bechuana Land,country-wpp2026,0.0,13154,0
543,543-Madagascar.txt,MAD,Madagascar,Madagascar,country-wpp2026,0.0,13202,1
544,544-East Africa.txt,MZB,Lourenço Marques,East Africa,manual/2026,8000000.0,4048,1
545,545-Rhodessa.txt,ZIM,Rhodesia,Rhodessa,country-wpp2026,0.0,8622,0
546,546-Tanganyika.txt,TZN,Tanganyika,Tanganyika,wikidata/admin1,2615597.0,18156,1
547,547-East Africa.txt,KEN,Nairobi,East Africa,wikidata/admin1,5545000.0,3173,0
548,548-Uganda.txt,UGA,Uganda,Uganda,country-wpp2026,0.0,4366,0
549,549-Sudan.txt,SUD,Kurdufan,Sudan,manual/2026,8000000.0,9744,0
550,550-Eritrea.txt,ERI,Eritrea,Eritrea,country-wpp2026,0.0,2760,1
551,551-Khartoum.txt,SUD,Khartoum,Khartoum,wikidata/admin1,7993900.0,11037,0
552,552-Western Egypt.txt,EGY,Western Desert,Western Egypt,manual/2026,400000.0,11979,0
553,553-Lebanon.txt,LEB,Lebanon,Lebanon,wikidata/admin1,1520016.0,176,1
554,554-Syria.txt,SYR,Damascus,Syria,wikidata/admin1,1754000.0,733,0
555,555-Lagos.txt,SOV,Kuril Islands,Lagos,wikidata/admin1,457590.0,372,1
556,556-Mali.txt,MLI,Bamako,Mali,wikidata/admin1,4227569.0,3160,0
557,557-Mauritania.txt,MRT,Mauritania,Mauritania,manual/2026,4200000.0,5999,0
558,558-Nigeria.txt,NGA,Lagos,Nigeria,wikidata/admin1,11000598.0,3822,1
559,559-Somaliland.txt,SOM,Somalia,Somaliland,country-wpp2026,0.0,5151,1
560,560-TS 2.txt,SOV,Nikolayevsk,TS 2,wikidata/admin1,1273488.0,10408,0
561,561-TS 3.txt,SOV,Amur,TS 3,wikidata/admin1,750083.0,11647,0
562,562-TS 4.txt,SOV,Okhotsk,TS 4,wikidata/admin1,1273488.0,33881,0
563,563-TS 5.txt,SOV,Chita,TS 5,wikidata/admin1,984395.0,16954,0
564,564-TS 6.txt,SOV,Buryatia,TS 6,wikidata/admin1,971139.0,13985,0
565,565-TS 7.txt,SOV,Bodaybo,TS 7,wikidata/admin1,2322292.0,11240,0
566,566-TS 8.txt,SOV,Irkutsk,TS 8,wikidata/admin1,2322292.0,8065,0
567,567-TS 9.txt,SOV,Bratsk,TS 9,wikidata/admin1,2322292.0,13652,0
568,568-TS 10.txt,SOV,Krasnoyarsk,TS 10,wikidata/admin1,2837988.0,12560,0
569,569-TS 11.txt,SOV,Khakassia,TS 11,wikidata/admin1,525557.0,6764,0
570,570-TS 12.txt,SOV,Novosibirsk,TS 12,wikidata/admin1,2786540.0,8371,0
571,571-TS 13.txt,SOV,Omsk,TS 13,wikidata/admin1,1805806.0,6188,0
572,572-TS 14.txt,SOV,Chelyabinsk,TS 14,wikidata/admin1,3385124.0,5289,0
573,573-Ts 15.txt,SOV,Zlatoust,Ts 15,wikidata/admin1,3385124.0,2648,0
574,574-Siberia 1.txt,SOV,Yakutsk,Siberia 1,wikidata/admin1,1001664.0,42434,0
575,575-Siberia 2.txt,SOV,Kirensk,Siberia 2,wikidata/admin1,2322292.0,26888,0
576,576-Siberia 3.txt,SOV,Yeniseisk,Siberia 3,wikidata/admin1,2837988.0,37422,0
577,577-Siberia 4.txt,SOV,Surgut,Siberia 4,wikidata/admin1,1759356.0,18560,0
578,578-Siberia 5.txt,SOV,Tomsk,Siberia 5,wikidata/admin1,1039728.0,13868,0
579,579-Siberia 6.txt,SOV,Salekhard,Siberia 6,wikidata/admin1,515960.0,25532,0
580,580-Siberia 7.txt,SOV,Tobolsk,Siberia 7,wikidata/admin1,3890800.0,18536,0
581,581-Northern Urals.txt,SOV,Northern Urals,Northern Urals,wikidata/admin1,4221452.0,6200,0
582,582-Sourthern Urals.txt,SOV,Magnitogorsk,Sourthern Urals,wikidata/admin1,3385124.0,5223,0
583,583-Kazakhstan.txt,KAZ,Kostanay,Kazakhstan,wikidata/admin1,1341292.0,9784,0
584,584-Turkmenistan.txt,TMS,Ashkhabad,Turkmenistan,manual/2026,5500000.0,11178,0
585,585-Uzbekistan.txt,UZB,Navoi,Uzbekistan,wikidata/admin1,767500.0,3433,0
586,586-Kyrgyzstan.txt,KAZ,Alma-Ata,Kyrgyzstan,wikidata/admin1,4375251.0,4786,0
587,587-Western Kazakstan.txt,KAZ,Ust Urt,Western Kazakstan,wikidata/admin1,735008.0,6048,0
588,588-Some Mountains.txt,KAZ,Semipalatinsk,Some Mountains,wikidata/admin1,1951392.0,10266,0
