state_id,file,owner_2026,loc_name,manpower,civs,mils,docks,infra,finance,services,renewable,extra_slots,category,pop_source,oil,coal,steel,aluminium,tungsten,chromium,copper,graphite,lithium,cobalt,rare_earths,rubber
177,177-Balearic Islands.txt,SPR,Islas Baleares,1385275,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
178,178-Canary islands.txt,SPR,Islas Canarias,2624028,1,0,0,4,0,0,0,2,small_island,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
179,179-Beja.txt,POR,Beja,311180,0,0,0,4,0,0,0,0,rural,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
180,180-Porto.txt,POR,Porto,4039057,1,0,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
181,181-Guarda.txt,POR,Guarda,86915,0,0,0,3,0,0,0,1,pastoral,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
182,182-Crete.txt,GRE,Crete,755141,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
183,183-Cyprus.txt,CYP,Cyprus,972870,1,0,0,3,0,0,0,0,town,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
184,184-Thrace.txt,GRE,Thrace,679910,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
185,185-Epirus.txt,GRE,Epirus,386988,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
186,186-Peloponnese.txt,GRE,Peloponnese,652498,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
187,187-Aegean Islands.txt,GRE,Aegean Islands,396456,0,0,0,4,0,0,0,1,small_island,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
188,188-Memel.txt,LIT,Memel,395680,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
189,189-Kaunas.txt,LIT,Žemaitija,371497,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
190,190-Kurzeme.txt,LAT,Kurzeme,24809,0,0,0,2,0,0,0,2,wasteland,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
191,191-Tartu.txt,EST,Tartu,204274,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
192,192-Odessa.txt,UKR,Odessa,434071,0,0,0,1,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
193,193-Kiev.txt,UKR,Chernigov,891412,0,2,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
194,194-Pinsk Marches.txt,BLR,Mozyr,1134422,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
195,195-Leningrad Area.txt,SOV,Leningrad,4930166,1,0,1,2,0,1,0,0,large_town,wikidata/admin1,1,1,0,0,0,1,0,0,0,0,0,0
196,196-Kherson.txt,UKR,Kherson,367517,0,0,0,1,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
197,197-Mykolaiv.txt,UKR,Mykolaiv,1014539,0,1,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
198,198-Vinnytsia.txt,UKR,Vinnytsia,1402668,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
199,199-Khmelnytskyi.txt,UKR,Proskuriv,1141849,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
200,200-Rivne.txt,UKR,Zaporozhe,1060966,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
201,201-Zhytomyr.txt,UKR,Zhytomyr,1095577,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
202,202-Western Kiev.txt,UKR,Kiev,4411349,1,2,0,2,0,1,1,2,large_town,wikidata/admin1,0,1,1,0,0,0,0,1,0,0,0,0
203,203-Cherkasy.txt,UKR,Cherkasy,1078584,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
204,204-Brest.txt,BLR,Bobruysk,828892,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
205,205-Hrodna.txt,SOV,Kaluga,872999,0,0,0,2,0,0,0,0,town,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
206,206-Minsk.txt,BLR,Minsk,1718943,1,3,0,3,0,1,0,3,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
207,207-Viciebsk.txt,BLR,Vitebsk,913873,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
208,208-Pskov.txt,SOV,Luga,501030,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
209,209-Smolensk.txt,SOV,Pskov,358732,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
210,210-Bryansk.txt,SOV,Nevel,497007,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
211,211-Burgas.txt,BUL,Burgas,785775,0,0,0,3,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
212,212-Plovdiv.txt,BUL,Plovdiv,1289606,0,2,0,3,0,0,0,0,town,wikidata/admin1,0,1,0,0,0,0,1,0,0,0,0,0
213,213-Murmansk.txt,SOV,Murmansk,572509,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,1,0,0,0,0,0,0,0,3,0,0
214,214-Arkhangelsk.txt,SOV,Arkhangelsk,862930,0,0,2,2,0,0,0,0,town,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
215,215-Eastern Karelia.txt,SOV,Onega,426132,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
216,216-Below Zero.txt,SOV,Olonets,65814,0,0,0,1,0,0,0,1,pastoral,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
217,217-Stalingrad Area.txt,SOV,Stalingrad,2122840,0,1,0,2,0,1,0,0,large_town,wikidata/admin1,1,1,0,0,0,0,0,0,0,0,0,0
218,218-Rostov Area.txt,SOV,Rostov,3608355,1,0,0,2,0,1,0,0,large_town,wikidata/admin1,1,22,0,0,0,0,0,0,0,0,0,0
219,219-Moscow Area.txt,SOV,Moscow,11577098,5,2,0,3,2,3,1,9,city,wikidata/admin1,1,0,0,0,0,1,0,1,0,0,1,0
220,220-Kursk Area.txt,SOV,Kursk,915563,0,0,0,2,0,0,0,0,town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
221,221-Kharkov.txt,UKR,Kharkov,2415000,0,2,0,1,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
222,222-Orel.txt,SOV,Orel,603948,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
223,223-tula.txt,SOV,Tula,1283047,0,3,0,2,0,0,0,1,town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
224,224-Bryansk.txt,SOV,Bryansk,490954,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
225,225-Glukhov.txt,UKR,Sumy,962457,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
226,226-Nikopol.txt,UKR,Dnipropetrovsk,2877308,0,1,0,1,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
227,227-Stalino.txt,UKR,Stalino,3501518,1,0,0,1,0,1,0,0,large_town,wikidata/admin1,0,1,0,0,0,0,0,0,0,0,0,0
228,228-Taganrog.txt,UKR,Voroshilovgrad,2014360,0,0,0,1,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
229,229-baku.txt,AZR,Azerbaijan,10042755,1,2,0,3,0,0,0,0,city,wikidata/admin1,22,0,0,1,0,0,0,0,0,0,0,0
230,230-Armenia.txt,ARM,Armenia,2930915,1,1,0,3,0,0,0,0,large_town,country-wpp2026,0,0,0,0,0,0,1,0,0,0,0,0
231,231-Georgia.txt,GEO,Georgia,3448176,1,1,0,2,0,0,0,0,large_town,country-wpp2026,0,0,0,0,0,0,1,0,0,0,0,0
232,232-Grozny.txt,SOV,Dagestan,2818967,0,0,0,2,0,1,0,0,large_town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
233,233-Caucasus Mountains.txt,SOV,Sochi,5095277,1,0,0,2,0,1,1,0,city,wikidata/admin1,1,0,0,0,0,1,0,0,0,0,0,0
234,234-Krasodar.txt,SOV,Krasnodar,5095277,1,0,0,2,0,1,1,0,city,wikidata/admin1,1,0,0,0,0,1,0,0,0,0,0,0
235,235-Stravropol.txt,SOV,Stavropol,2515582,0,0,0,2,0,1,0,0,large_town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
236,236-Astrakhan.txt,SOV,Astrakhan,825423,0,0,0,2,0,0,0,0,town,wikidata/admin1,47,0,0,0,0,0,0,0,0,0,0,0
237,237-Elista.txt,SOV,Kalmykia,233376,0,0,0,2,0,0,0,0,rural,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
238,238-volgodonsk.txt,SOV,Volgodonsk,1715706,0,0,0,2,0,0,0,0,town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
239,239-Saratov.txt,SOV,Saratov,2066464,0,0,0,2,0,1,0,0,large_town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
240,240-Voronezh.txt,SOV,Belgorod,423064,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
241,241-Pochep.txt,BLR,Gomel,1134422,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
242,242-Smolensk.txt,SOV,Smolensk,394790,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
243,243-Roslavl.txt,SOV,Roslavl,43607,0,0,0,1,0,0,0,2,wasteland,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
244,244-Gatchina.txt,SOV,Volkhov,242825,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
245,245-Donetsk.txt,SOV,Millerovo,1892649,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
246,246-Rzhev.txt,SOV,Rzhev,1038353,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
247,247-Tver.txt,SOV,Kalinin,1038353,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
248,248-Yaroslavl.txt,SOV,Yaroslavl,992115,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
249,249-Kazan.txt,SOV,Kazan,3491209,1,2,0,2,0,1,0,1,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
250,250-ulyanovsky.txt,SOV,Ulyanovsky,1022836,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
251,251-Samara.txt,SOV,Kuybyshev,2714608,2,0,0,2,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
252,252-Nizhny Novogrod.txt,SOV,Gorky,2650815,2,2,0,2,0,1,0,2,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
253,253-Ivanovo.txt,SOV,Ivanovo,790076,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
254,254-Ryazan.txt,SOV,Ryazan,909848,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
255,255-Penza.txt,SOV,Penza,1058010,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
256,256-Cheboksary.txt,SOV,Chuvashia,1017846,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
257,257-Livny.txt,SOV,Tambov,834025,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
258,258-lipetsk.txt,SOV,Lipetsk,981966,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,2,0,0,0,0,0,0,0,0,0
259,259-Liski.txt,UKR,Poltava,1256565,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
260,260-Borisoglbsk.txt,SOV,Voronezh,1548022,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
261,261-USA.txt,USA,Ohio,12120254,10,3,0,4,1,2,1,11,large_city,census/admin,0,0,3,0,0,0,0,0,0,0,0,0
262,262-Torzhok.txt,SOV,Pechora,314709,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
263,263-Veliky Novogrod.txt,SOV,Novgorod,494471,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
264,264-Tikhvin.txt,SOV,Tikhvin,1532654,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
265,265-Mikhaylovka.txt,SOV,Mikhaylovka,2122840,0,0,0,2,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
266,266-Persia.txt,PER,Tehran,28363391,2,3,0,2,0,1,1,0,metropolis,wikidata/admin1,12,0,0,1,0,1,3,0,0,0,0,0
267,267-Afghanistan.txt,AFG,Kabul,12790468,1,0,0,2,0,0,0,0,large_city,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
268,268-French Somaliland.txt,DJI,French Somaliland,1199459,1,0,0,2,0,0,0,3,enclave,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
269,269-British Somaliland.txt,SML,Somaliland,6168277,1,1,0,2,0,0,0,4,enclave,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
270,270-Pitcarin Island.txt,ENG,Pitcairn Island,1000,0,0,0,4,0,0,0,2,tiny_island,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
271,271-ethiopia.txt,ETH,Shewa,6801283,0,2,0,2,0,1,0,0,city,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
272,272-French Africa.txt,SEN,Senegal,19366548,1,0,0,2,0,0,0,0,large_city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
273,273-Italian Africa.txt,LNA,Libyan Desert,90223,0,0,0,1,0,0,0,2,wasteland,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
274,274-British Africa.txt,GHA,Ghana,35697557,2,1,0,2,0,1,0,0,metropolis,country-wpp2026,7,0,0,0,0,0,0,0,0,0,0,1
275,275-South Africa.txt,SAF,Transvaal,28557245,1,3,0,5,1,2,1,0,metropolis,manual/2026,0,8,1,3,0,94,1,0,0,0,0,0
276,276-Canada.txt,CAN,Southern Ontario,255251,0,3,0,5,2,2,0,7,rural,wikidata/admin1,0,0,0,0,0,0,2,0,0,1,0,0
277,277-Mexico.txt,MEX,Mexico City,20658369,6,1,0,3,1,3,1,6,large_city,wikidata/admin1,0,1,1,1,0,0,0,0,0,0,0,0
278,278-Argentina.txt,ARG,Buenos Aires,22637218,3,2,0,3,1,2,1,3,large_city,wikidata/admin1,15,0,1,2,0,0,0,0,0,0,0,0
279,279-Chile.txt,CHL,Santiago,14751783,3,1,1,3,0,1,1,1,large_city,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
280,280-Brazil.txt,BRA,Mato Grosso,4010484,0,0,0,3,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
281,281-India.txt,MLD,Maldives,531517,1,0,0,3,0,0,0,3,enclave,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
282,282-Japan.txt,JAP,Kanto,42916830,10,4,2,5,2,3,3,14,megalopolis,census/admin,0,0,4,0,0,0,0,0,0,0,0,0
283,283-China.txt,CHI,Gansu,6457971,1,0,0,5,0,1,0,0,city,census/admin,1,0,0,42,0,0,0,0,0,0,0,0
284,284-New Zealand.txt,NZL,Wellington,854539,0,0,0,5,0,1,0,0,town,wikidata/admin1,0,0,0,1,0,0,0,0,0,0,0,0
285,285-Austraila.txt,AST,New South Wales,8634854,4,1,0,5,1,3,1,6,city,wikidata/admin1,5,5,1,0,1,0,2,0,0,0,0,0
286,286-Indochina.txt,VIN,South Annam,22756694,2,0,0,3,1,1,1,0,large_city,manual/2026,2,1,1,0,3,0,0,0,0,0,0,7
287,287-Sinkiang.txt,CHI,Taklamakan,3649911,0,0,0,2,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
288,288-Magwe.txt,BRM,Magwe,6388828,0,1,0,1,0,1,0,0,city,manual/2026,0,0,0,0,0,0,0,0,0,0,1,0
289,289-Western Siam.txt,SIA,Western Siam,2680917,0,0,0,5,1,2,0,0,large_town,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
290,290-Spanish Africa.txt,MOR,Spanish Africa,7861513,1,0,0,1,0,1,0,0,city,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
291,291-Iraq.txt,IRQ,Baghdad,15569083,2,1,0,2,0,1,0,0,large_city,wikidata/admin1,26,0,0,0,0,0,0,0,0,0,0,0
292,292-Saudi Arabia.txt,SAU,Nejd,4939758,2,0,0,5,1,2,0,2,large_town,wikidata/admin1,52,0,0,2,0,0,0,0,0,0,0,0
293,293-Yemen.txt,HOU,North Yemen,34788608,1,2,0,2,0,0,0,0,metropolis,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
294,294-Oman.txt,OMA,Muscat,3910079,1,0,0,4,0,1,0,0,large_town,manual/2026,0,0,0,4,0,4,0,0,0,0,0,0
295,295-Congo.txt,COG,Léopoldville,36920172,1,0,0,2,0,1,0,0,metropolis,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
296,296-Portugal Africa.txt,GNB,Portuguese Guinea,2297808,1,0,0,2,0,0,0,3,enclave,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
297,297-Belgian Africa.txt,EQG,Equatorial Guinea,1984468,1,0,0,2,0,0,0,3,enclave,country-wpp2026,6,0,0,0,0,0,0,0,0,0,0,0
298,298-Liberia.txt,LIB,Liberia,5853949,1,0,0,2,0,0,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,2
299,299-Falkand Islands.txt,ENG,Falkland Islands,4307,0,0,0,4,0,0,0,2,enclave,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
300,300-Uruguay.txt,URG,Montevideo,2907542,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
301,301-paraguay.txt,PAR,Paraguay,1279953,0,0,0,3,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
302,302-bolivia.txt,BOL,La Paz,6279663,0,0,0,2,0,0,0,0,city,wikidata/admin1,1,0,0,0,1,0,0,0,0,0,0,0
303,303-Peru.txt,PRU,Lima,25236587,2,1,1,3,0,1,0,0,metropolis,wikidata/admin1,2,0,0,0,0,0,0,0,0,0,0,0
304,304-Panama.txt,PAN,Panamá,4217003,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,5,0,0,0,0,0
305,305-Ecuador.txt,ECU,Ecuador,18411615,1,0,0,3,0,1,0,0,large_city,manual/2026,19,0,0,0,0,0,0,0,0,0,0,0
306,306-Colombia.txt,COL,Cundinamarca,10727400,1,2,0,3,1,2,0,2,city,wikidata/admin1,0,1,0,0,0,0,0,0,0,0,0,0
307,307-Venezuela.txt,VEN,Miranda,22945966,1,1,0,2,0,1,1,0,large_city,manual/2026,0,0,0,2,0,0,0,0,0,0,0,0
308,308-Britain SA.txt,ATG,Antigua and Barbuda,94626,0,0,0,3,0,0,0,2,tiny_island,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
309,309-Dutch SA.txt,SUR,Suriname,645256,1,0,0,3,0,0,0,1,rural,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
310,310-French SA.txt,FRA,French Guiana,300949,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
311,311-BritMex.txt,BLZ,Belize,428644,1,0,0,3,0,0,0,1,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
312,312-Honduras.txt,HON,Honduras,11184760,1,0,0,3,0,0,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
313,313-Guatemala.txt,GUA,Guatemala,18967978,1,0,0,2,0,1,0,0,large_city,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,2
314,314-El Salvador.txt,ELS,El Salvador,6391253,1,0,0,2,0,0,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
315,315-Cuba.txt,CUB,Cuba,10892659,1,1,0,2,0,1,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,2,0,0
316,316-Costa Rica.txt,COS,Costa Rica,5174789,1,0,0,2,0,1,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
317,317-Nicaragua.txt,NIC,Nicaragua,7097329,1,0,0,2,0,0,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
318,318-Haiti.txt,HAI,Haiti,12037506,1,0,0,2,0,0,0,0,large_city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
319,319-Dominican Republic.txt,DOM,Dominican Republic,11609500,1,0,0,3,0,1,0,0,city,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
320,320-French India.txt,RAJ,French India,1374062,0,0,0,3,0,0,0,2,enclave,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
321,321-Goa.txt,RAJ,Goa,1570356,0,0,0,3,0,0,0,2,enclave,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
322,322-Tibet.txt,CHI,Nagqu,1724395,0,0,0,5,0,0,0,0,town,census/admin,0,0,0,0,0,0,8,0,3,0,0,0
323,323-Nepal.txt,NEP,Nepal,29629410,1,0,0,2,0,0,0,0,metropolis,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
324,324-Bhutan.txt,BHU,Bhutan,802214,1,0,0,2,0,0,0,0,town,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
325,325-Yunnan.txt,CHI,Yunnan,45563576,5,0,0,5,1,2,4,2,megalopolis,census/admin,0,0,0,63,11,0,8,0,0,0,0,8
326,326-HongKong.txt,CHI,Hong Kong,7194425,1,0,0,5,0,1,1,0,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
327,327-Philippines.txt,PHI,Manila,22626462,1,0,0,4,1,2,0,0,large_city,wikidata/admin1,0,0,0,0,0,0,1,0,0,0,0,0
328,328-Manchukuo.txt,CHI,Kirin,22804214,2,0,0,5,1,1,2,0,large_city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
329,329-Tannu Tuva.txt,SOV,Tannu Tuva,295206,0,0,0,2,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
330,330-Mongolia.txt,MON,Ulaanbaatar,2631965,1,0,0,2,0,0,0,0,large_town,wikidata/admin1,0,5,0,0,1,0,6,0,0,0,0,0
331,331-Newfoundland.txt,CAN,Newfoundland,31930,0,0,0,4,0,0,0,2,wasteland,wikidata/admin1,22,0,0,3,0,0,0,0,0,0,0,0
332,332-Labrador.txt,CAN,Labrador,378492,0,0,0,5,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
333,333-British Borneo.txt,MAL,Sarawak,3466138,1,0,0,4,0,1,0,0,large_town,wikidata/admin1,2,0,0,1,0,0,0,0,0,0,0,0
334,334-Kalimantan Barat.txt,INS,Kalimantan Barat,7152846,1,0,0,2,0,1,0,0,city,wikidata/admin1,1,19,0,0,0,0,0,0,0,0,0,15
335,335-West Java.txt,INS,West Java,63227370,5,3,0,3,1,3,1,3,megalopolis,wikidata/admin1,5,0,1,2,0,0,0,0,0,0,0,8
336,336-Singapore.txt,MAL,Kuala Lumpur,12713948,2,0,0,5,1,2,1,0,large_city,wikidata/admin1,7,0,1,3,0,0,0,0,0,0,0,0
337,337-Faroe Islands.txt,DEN,Faroe Islands,85956,0,0,0,5,0,0,0,1,small_island,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
338,338-Gloucestershire.txt,ENG,Gloucestershire,1107606,0,2,0,4,0,0,0,0,town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
339,339-Izmir.txt,TUR,Izmir,7538702,1,1,0,3,0,1,0,0,city,wikidata/admin1,1,0,0,0,0,1,0,0,0,0,0,0
340,340-Bursa.txt,TUR,Bursa,5288381,1,0,0,3,0,1,0,0,city,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
341,341-Edirne.txt,TUR,Edirne,710817,0,0,0,3,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
342,342-Antalya.txt,TUR,Antalya,4418290,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
343,343-Afyon.txt,TUR,Afyon,1295199,0,0,0,3,0,0,0,0,town,wikidata/admin1,0,6,0,0,0,0,0,0,0,0,0,0
344,344-Adana.txt,TUR,Malatya,1455992,0,0,0,3,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,35,0,0,0,0,0,0
345,345-Mersin.txt,TUR,Mersin,3314594,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,24,0,0,0,0,0,0
346,346-Konya.txt,TUR,Konya,4194870,1,3,0,3,0,1,0,2,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
347,347-Izmit.txt,TUR,Izmit,3567723,1,0,2,3,0,1,0,1,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
348,348-Kayseri.txt,TUR,Kayseri,2538609,0,2,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
349,349-Silvas.txt,TUR,Sivas,1181196,0,0,0,3,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
350,350-Diyarbekir.txt,TUR,Diyarbakır,2844524,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
351,351-Vologda.txt,SOV,Vologda,1012076,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,2,0,0,0,0,0,0,0,0,0
352,352-Hakkari.txt,TUR,Hakkari,523311,0,0,0,3,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
353,353-Erzurum.txt,TUR,Tunceli,1249179,0,0,0,3,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,24,0,0,0,0,0,0
